147 142 open
c 2659.79 -435.711 42.5659 2659.79 -435.711 42.5659 2659.12 -413.096 42.6814 72.8832 8 freight_group
c 2249.51 631.578 88.9253 2258.35 621.411 87.4572 2240.67 641.745 90.3934 36.6224 0
c 2229.1 661.515 93.498 2235.03 649.935 91.7935 2223.17 673.095 95.2026 42.7528 0
c 2213.95 701.06 99.0443 2218.52 687.098 97.333 2209.38 715.022 100.756 46.1597 0
c 2201.68 745.286 103.738 2204.48 731.661 102.53 2198.88 758.911 104.946 37.9026 0
c 2197.16 782.809 106.318 2198.75 770.411 105.47 2195.57 795.207 107.166 37.2912 0
c 2192.15 819.672 108.854 2194.42 805.965 107.917 2189.88 833.379 109.792 46.3599 0
c 2183.52 865.05 112.001 2188.13 851.705 111.059 2178.91 878.395 112.943 39.8794 0
c 2164.48 899.74 114.5 2173.55 888.643 113.675 2155.41 910.837 115.324 47.829 0
c 2129.12 931.632 116.924 2141.09 923.667 116.3 2117.15 939.597 117.548 39.9963 0
c 2092.66 947.529 118.234 2105.91 944.051 118.051 2079.41 951.007 118.417 43.5301 0
c 2049.62 952.499 117.965 2068.25 953.333 118.176 2031.0 951.665 117.753 69.5334 0
c 1980.91 942.526 116.896 2004.75 948.284 117.334 1957.07 936.768 116.458 78.4276 0
c 1906.56 917.953 115.339 1931.97 929.1 116.578 1881.15 906.806 114.1 89.1451 0
c 1828.44 875.642 109.464 1846.59 888.314 110.389 1810.29 862.971 108.539 46.1483 0
c 1797.66 841.924 109.791 1805.4 854.847 109.906 1789.92 829.001 109.676 46.7484 0
c 1781.97 798.105 108.775 1785.5 813.455 109.46 1778.44 782.755 108.09 48.7463 0
c 1776.48 749.823 105.68 1777.4 763.879 106.301 1775.56 735.767 105.059 36.0735 0
c 1776.48 713.771 105.051 1776.48 726.773 105.152 1776.48 700.769 104.949 41.9588 0
c 1776.48 671.813 105.07 1776.56 685.688 104.896 1776.4 657.938 105.244 41.3294 0
c 1775.98 630.524 106.096 1777.35 642.667 106.008 1774.61 618.381 106.184 32.594 0
c 1768.26 598.957 105.599 1771.8 608.114 105.916 1764.73 589.8 105.281 27.1311 0
c 1754.77 575.583 104.19 1759.92 581.998 104.751 1749.62 569.168 103.628 23.2362 0
c 1737.37 560.467 102.23 1743.99 564.892 102.973 1730.74 556.042 101.488 25.2759 0
c 1715.03 549.032 99.7355 1722.45 551.721 100.48 1707.61 546.342 98.991 22.8084 0
c 1692.86 544.329 97.7636 1700.63 545.084 98.4402 1685.09 543.575 97.087 24.5965 8 braithwaites2_track_config
c 1668.39 544.503 95.6758 1676.7 543.713 96.2408 1660.08 545.294 95.1109 25.8501 0
c 1643.01 549.071 94.3739 1651.3 546.915 94.7497 1634.72 551.227 93.9981 25.8114 0
c 1618.63 557.437 93.4212 1626.41 554.211 93.7147 1610.85 560.663 93.1276 24.8944 0
c 1596.32 568.428 92.6126 1603.81 564.449 92.748 1588.84 572.406 92.4772 26.0217 0
c 1573.72 581.309 92.2823 1581.87 576.125 92.3735 1565.57 586.493 92.1911 32.0018 0
c 1547.42 599.531 92.0652 1557.35 592.393 92.1324 1537.5 606.668 91.998 41.3651 0
c 1514.17 624.135 91.8794 1524.88 616.204 91.9807 1503.46 632.066 91.7781 40.6231 0
c 1481.54 648.331 91.4573 1489.87 642.122 91.5523 1470.44 656.612 91.3306 28.9484 8 trains_intersection2_3
c 1458.47 665.812 91.2366 1466.64 659.672 91.2162 1450.3 671.953 91.257 30.3633 0
c 1434.13 683.959 91.5795 1442.61 677.887 91.4667 1425.65 690.031 91.6923 32.2267 0
c 1407.6 702.244 91.9137 1418.76 695.025 91.6835 1396.44 709.463 92.1439 47.5598 0
c 1367.18 727.273 92.9609 1381.3 719.167 92.6164 1353.06 735.378 93.3055 50.2368 0
c 1322.86 750.876 93.981 1337.45 744.221 93.5104 1308.28 757.532 94.4515 46.2228 0
c 1279.69 767.207 95.7844 1293.48 762.598 95.079 1265.89 771.816 96.4899 41.2449 0
c 1240.11 778.53 98.2134 1255.79 774.414 97.1633 1224.43 782.646 99.2635 56.2981 0
c 1185.58 791.904 102.085 1204.75 788.379 100.909 1166.41 795.429 103.261 61.132 0
c 1125.09 799.68 105.27 1147.81 798.769 104.518 1102.36 800.592 106.022 75.9929 0
c 1049.23 797.373 106.598 1075.4 800.613 106.436 1023.06 794.132 106.76 82.9886 0
c 968.066 780.239 106.24 994.221 785.857 106.081 941.91 774.622 106.398 77.5886 0
c 892.292 763.665 107.549 917.396 770.261 106.582 867.189 757.07 108.517 78.4392 0
c 817.447 740.667 112.045 840.002 747.115 111.092 794.892 734.219 112.998 62.505 0
c 756.963 724.977 113.266 776.443 729.738 112.981 737.483 720.216 113.551 57.8506 4
c 700.568 712.098 113.756 718.531 716.509 113.6 682.605 707.687 113.912 53.1655 4
c 649.183 698.513 114.203 663.729 703.31 114.076 634.637 693.716 114.33 38.2744 4
c 613.963 683.593 114.517 629.142 690.012 114.384 598.784 677.174 114.65 60.6821 8 trains_intersection3_cor
c 558.108 659.997 114.999 575.637 665.119 114.945 540.579 654.875 115.053 45.5136 0
c 513.013 655.084 114.84 527.138 655.779 114.867 498.889 654.389 114.813 39.6754 0
c 473.363 655.828 114.84 485.424 655.275 114.84 461.302 656.382 114.84 32.8472 0
c 440.647 658.408 114.84 450.079 658.935 114.84 431.214 657.88 114.84 24.6761 0
c 416.766 652.662 114.84 423.641 655.375 114.84 409.891 649.95 114.84 20.3696 0
c 399.397 642.133 114.84 404.799 645.923 114.84 393.996 638.342 114.84 19.388 0
c 384.356 629.921 114.84 388.746 633.971 114.84 379.967 625.87 114.84 16.5704 0
c 373.061 617.829 114.84 377.436 623.387 114.84 368.685 612.27 114.84 26.2403 0
c 357.959 596.374 114.842 362.341 602.269 114.842 353.576 590.479 114.842 17.8626 8 trains_intersection3_cor
c 346.765 582.457 114.84 350.923 587.775 114.84 342.607 577.139 114.84 22.4157 0
c 333.155 564.661 114.84 338.361 570.322 114.84 327.949 559.0 114.84 23.9538 0
c 315.53 548.491 114.84 321.864 553.176 114.84 309.195 543.807 114.84 23.6784 0
c 295.147 536.555 114.84 302.996 539.906 114.84 287.297 533.205 114.84 28.0767 0
c 268.434 528.388 114.84 277.361 528.847 114.84 259.507 527.929 114.84 27.5748 0
c 241.586 533.799 114.84 250.238 530.614 114.82 232.933 536.984 114.859 28.6358 0
c 216.517 547.498 115.305 230.269 539.064 114.942 202.766 555.931 115.667 68.2997 0
c 159.093 584.386 117.791 181.52 569.64 116.651 153.486 588.072 118.076 9.73222 4
151.01 589.795 118.124 30.69 4
125.79 607.279 118.321 40.371 0
c 91.9197 629.222 117.822 103.523 622.474 117.934 68.7134 642.719 117.598 106.967 0
c -4.70563 674.896 116.448 20.232 665.567 117.159 -29.6426 684.224 115.738 61.3333 0
c -64.4731 687.486 114.523 -49.0807 686.253 115.005 -79.8654 688.719 114.042 33.2982 0
c -97.0599 682.293 113.558 -87.6455 685.102 113.666 -106.474 679.484 113.451 26.6697 0
c -120.959 670.632 112.97 -114.313 674.424 112.971 -127.606 666.84 112.968 19.488 0
c -136.939 659.541 112.673 -131.994 663.782 112.673 -141.884 655.3 112.673 19.8609 2 Station_val
c -150.632 645.185 112.673 -146.422 650.177 112.673 -154.841 640.193 112.673 19.4232 0
c -162.197 629.588 112.673 -157.723 635.822 112.673 -166.672 623.354 112.673 26.6285 0
c -177.478 607.781 112.673 -172.091 615.627 112.673 -182.864 599.936 112.673 30.499 0
c -194.517 582.514 112.673 -190.682 590.043 112.673 -198.352 574.985 112.673 20.9721 0
c -200.488 562.607 112.673 -200.076 570.259 112.673 -200.899 554.956 112.673 26.4936 0
c -196.985 536.605 112.643 -200.802 544.862 112.773 -193.168 528.348 112.512 30.6555 0
c -177.585 513.067 111.892 -186.788 522.963 112.048 -168.383 503.172 111.736 50.6707 0
c -141.769 477.232 111.708 -152.535 487.554 111.748 -131.002 466.91 111.668 38.8572 0
c -112.984 451.134 111.652 -122.709 460.223 111.664 -103.259 442.044 111.64 41.0388 0
c -83.4178 422.696 111.747 -92.8627 433.07 111.41 -73.973 412.322 112.084 43.3575 0
c -56.3152 388.89 112.076 -64.6534 400.662 112.052 -47.9769 377.118 112.099 43.4282 0
c -33.3879 352.063 111.95 -43.0641 370.434 112.345 -23.7123 333.693 111.556 81.4253 0
c 1.74017 278.668 109.852 -11.6918 301.965 110.634 15.1722 255.371 109.069 82.9063 0
c 37.5596 204.049 107.083 28.6494 227.961 108.332 46.4697 180.137 105.835 71.3397 0
c 55.2014 135.198 102.36 51.7294 155.635 103.272 58.6734 114.761 101.449 53.9691 0
c 58.3915 81.4271 101.614 58.8029 98.4151 101.739 57.98 64.4391 101.49 48.5547 0
c 52.7328 33.27 101.614 55.8901 48.5757 101.549 49.5755 17.9644 101.678 45.7037 0
39.3971 -10.3976 101.999 20.5561 0
31.4046 -29.3296 102.485 20.0483 8 trains_intersection1_3
c 23.2173 -47.6215 103.029 26.0024 -41.5553 102.851 20.4323 -53.6877 103.206 20.0205 0
c 14.684 -65.7239 103.549 17.6852 -59.6807 103.398 11.6827 -71.7671 103.7 20.4885 0
c 5.20978 -83.8806 103.935 8.64041 -78.037 103.908 1.7792 -89.7241 103.962 20.2349 0
c -5.89966 -100.785 103.711 -2.07945 -95.2553 103.854 -9.72007 -106.315 103.567 20.1216 0
c -17.7122 -117.06 103.073 -13.6888 -111.704 103.289 -21.7356 -122.416 102.856 20.1017 0
c -30.0399 -132.922 102.412 -25.7652 -127.723 102.612 -34.3139 -138.12 102.212 20.3169 0
c -43.3585 -148.249 101.872 -38.7138 -143.351 102.137 -48.0031 -153.147 101.608 20.2629 0
c -57.9077 -162.308 100.826 -52.9582 -157.703 101.201 -62.8565 -166.912 100.451 20.3752 0
c -73.0535 -175.874 99.6232 -67.7491 -171.692 100.057 -78.3578 -180.056 99.1895 20.3473 0
c -89.7338 -187.4 98.2239 -83.8446 -184.171 98.7036 -95.6229 -190.629 97.7443 20.3093 0
c -108.388 -195.249 96.7453 -102.144 -192.825 97.2273 -114.632 -197.674 96.2632 20.02 0
c -127.198 -201.946 95.3316 -121.049 -199.407 95.7953 -133.348 -204.485 94.8679 20.0638 0
c -145.284 -210.486 93.963 -139.502 -207.116 94.3945 -151.067 -213.857 93.5315 20.3678 0
c -161.895 -222.169 92.7427 -156.729 -217.868 93.1151 -167.06 -226.47 92.3703 20.199 0
c -176.278 -236.291 91.7284 -171.777 -231.333 92.0599 -180.779 -241.248 91.3969 20.1168 0
c -188.902 -251.916 90.7537 -184.794 -246.628 91.1016 -193.011 -257.205 90.4057 20.1417 0
c -200.93 -268.022 89.6408 -196.461 -262.997 89.9788 -205.399 -273.048 89.3027 20.441 0
c -215.715 -282.07 88.7255 -210.452 -277.912 88.9493 -220.977 -286.228 88.5017 20.0379 0
c -232.505 -292.969 88.2981 -226.713 -289.501 88.3866 -238.298 -296.438 88.2096 20.5205 0
c -250.47 -302.882 88.1945 -244.496 -299.581 88.2137 -256.444 -306.183 88.1753 20.4336 0
c -268.349 -312.775 88.183 -263.251 -309.987 88.1849 -273.446 -315.563 88.1811 14.4278 0
-281.055 -319.61 88.1831 0 8 freight_group
